0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
279.0,977.0,2316.0,,,,,,,,,,,,,
1606.0,1671.0,1707.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
738.0,1251.0,1813.0,1833.0,,,,,,,,,,,,
2141.0,,,,,,,,,,,,,,,
14.0,28.0,347.0,385.0,1504.0,1873.0,2045.0,2206.0,2443.0,2539.0,2805.0,,,,,
,,,,,,,,,,,,,,,
747.0,,,,,,,,,,,,,,,
22.0,621.0,1039.0,1499.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1331.0,,,,,,,,,,,,,,,
164.0,279.0,1243.0,1253.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
608.0,635.0,1157.0,2259.0,,,,,,,,,,,,
37.0,509.0,1418.0,2216.0,,,,,,,,,,,,
635.0,1915.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
74.0,529.0,919.0,2040.0,2480.0,,,,,,,,,,,
690.0,1110.0,,,,,,,,,,,,,,
1619.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
77.0,450.0,805.0,1640.0,1752.0,2083.0,2188.0,,,,,,,,,
188.0,278.0,576.0,1237.0,1282.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
587.0,1141.0,,,,,,,,,,,,,,
368.0,2442.0,2582.0,,,,,,,,,,,,,
18.0,103.0,189.0,1091.0,1114.0,1304.0,1406.0,2695.0,2701.0,2824.0,,,,,,
1888.0,,,,,,,,,,,,,,,
654.0,1657.0,1871.0,,,,,,,,,,,,,
543.0,1094.0,1140.0,1303.0,1306.0,1333.0,1389.0,1746.0,1749.0,2176.0,2491.0,2951.0,,,,
372.0,869.0,1416.0,1929.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
200.0,,,,,,,,,,,,,,,
1689.0,1900.0,2270.0,2412.0,,,,,,,,,,,,
2558.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1827.0,,,,,,,,,,,,,,,
271.0,279.0,349.0,784.0,1584.0,1746.0,1952.0,,,,,,,,,
814.0,1775.0,,,,,,,,,,,,,,
1503.0,1989.0,2342.0,,,,,,,,,,,,,
585.0,883.0,985.0,1867.0,2021.0,,,,,,,,,,,
1.0,501.0,524.0,1441.0,2192.0,2734.0,,,,,,,,,,
1187.0,,,,,,,,,,,,,,,
610.0,1305.0,1828.0,,,,,,,,,,,,,
670.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
210.0,1018.0,1319.0,1657.0,2203.0,2313.0,2851.0,,,,,,,,,
,,,,,,,,,,,,,,,
1567.0,,,,,,,,,,,,,,,
1157.0,2168.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
138.0,164.0,1088.0,1647.0,1753.0,,,,,,,,,,,
2263.0,,,,,,,,,,,,,,,
1612.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2754.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
592.0,2371.0,2900.0,,,,,,,,,,,,,
263.0,,,,,,,,,,,,,,,
336.0,798.0,1763.0,2836.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
553.0,814.0,1027.0,1291.0,2300.0,2301.0,2681.0,,,,,,,,,
,,,,,,,,,,,,,,,
829.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
415.0,1331.0,2112.0,2187.0,2327.0,,,,,,,,,,,
423.0,621.0,1461.0,2985.0,,,,,,,,,,,,
725.0,1136.0,2018.0,2341.0,,,,,,,,,,,,
2130.0,,,,,,,,,,,,,,,
1208.0,1370.0,2757.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2898.0,,,,,,,,,,,,,,,
549.0,805.0,1626.0,1930.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
263.0,566.0,1098.0,1110.0,1511.0,1608.0,2152.0,2218.0,2303.0,2832.0,2944.0,,,,,
2893.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1127.0,,,,,,,,,,,,,,,
338.0,1018.0,1103.0,1891.0,2126.0,,,,,,,,,,,
53.0,518.0,1319.0,1422.0,2295.0,2564.0,,,,,,,,,,
,,,,,,,,,,,,,,,
103.0,1755.0,2516.0,,,,,,,,,,,,,
1397.0,,,,,,,,,,,,,,,
432.0,665.0,763.0,1395.0,1657.0,1830.0,2148.0,2167.0,2452.0,2489.0,,,,,,
,,,,,,,,,,,,,,,
1037.0,2277.0,,,,,,,,,,,,,,
152.0,183.0,634.0,1082.0,2152.0,2851.0,,,,,,,,,,
2045.0,,,,,,,,,,,,,,,
183.0,2388.0,2893.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
571.0,2582.0,,,,,,,,,,,,,,
892.0,2428.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
409.0,883.0,1960.0,2031.0,2192.0,2272.0,2551.0,,,,,,,,,
,,,,,,,,,,,,,,,
11.0,535.0,595.0,1251.0,1301.0,1338.0,1380.0,1700.0,2584.0,2597.0,2873.0,2935.0,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
125.0,823.0,1451.0,2347.0,2693.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
1125.0,2722.0,,,,,,,,,,,,,,
597.0,936.0,2033.0,2049.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
290.0,1780.0,,,,,,,,,,,,,,
2049.0,,,,,,,,,,,,,,,
228.0,645.0,672.0,893.0,1035.0,1587.0,1804.0,,,,,,,,,
290.0,322.0,1067.0,2893.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1828.0,,,,,,,,,,,,,,,
1088.0,2044.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1567.0,1895.0,2891.0,,,,,,,,,,,,,
993.0,1054.0,1062.0,2492.0,,,,,,,,,,,,
1175.0,2167.0,2371.0,2499.0,2714.0,,,,,,,,,,,
185.0,944.0,1067.0,1110.0,1530.0,2335.0,,,,,,,,,,
1755.0,,,,,,,,,,,,,,,
7.0,121.0,910.0,1591.0,2298.0,,,,,,,,,,,
1437.0,2180.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
278.0,869.0,1619.0,1814.0,2884.0,,,,,,,,,,,
459.0,1307.0,1797.0,2261.0,2271.0,,,,,,,,,,,
19.0,1636.0,1935.0,,,,,,,,,,,,,
1146.0,1626.0,,,,,,,,,,,,,,
808.0,1005.0,1722.0,2293.0,2584.0,2906.0,,,,,,,,,,
,,,,,,,,,,,,,,,
2049.0,,,,,,,,,,,,,,,
324.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
296.0,955.0,1779.0,,,,,,,,,,,,,
1145.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1010.0,2735.0,2791.0,,,,,,,,,,,,,
518.0,661.0,799.0,925.0,1191.0,1612.0,1830.0,1906.0,1908.0,2268.0,2902.0,,,,,
,,,,,,,,,,,,,,,
37.0,587.0,2021.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1516.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
254.0,920.0,1062.0,2508.0,2561.0,2898.0,,,,,,,,,,
1403.0,,,,,,,,,,,,,,,
235.0,439.0,1369.0,,,,,,,,,,,,,
96.0,881.0,1776.0,2498.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1612.0,2962.0,,,,,,,,,,,,,,
262.0,575.0,584.0,978.0,2556.0,2969.0,,,,,,,,,,
,,,,,,,,,,,,,,,
60.0,814.0,2893.0,2934.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
290.0,509.0,,,,,,,,,,,,,,
296.0,,,,,,,,,,,,,,,
2506.0,,,,,,,,,,,,,,,
955.0,1814.0,,,,,,,,,,,,,,
298.0,392.0,459.0,1097.0,1361.0,1587.0,2210.0,2610.0,2651.0,,,,,,,
108.0,390.0,856.0,1414.0,1487.0,,,,,,,,,,,
10.0,19.0,364.0,1874.0,2246.0,2718.0,,,,,,,,,,
126.0,385.0,392.0,2158.0,2482.0,2597.0,,,,,,,,,,
324.0,,,,,,,,,,,,,,,
866.0,2816.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
395.0,1526.0,1923.0,2044.0,2134.0,2975.0,,,,,,,,,,
,,,,,,,,,,,,,,,
84.0,1811.0,2568.0,,,,,,,,,,,,,
1264.0,2749.0,,,,,,,,,,,,,,
501.0,,,,,,,,,,,,,,,
1132.0,2979.0,,,,,,,,,,,,,,
98.0,198.0,558.0,973.0,1586.0,2803.0,2931.0,,,,,,,,,
138.0,1455.0,2041.0,2312.0,2479.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
892.0,1284.0,2031.0,,,,,,,,,,,,,
2299.0,2413.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
635.0,1210.0,2452.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
763.0,,,,,,,,,,,,,,,
377.0,1369.0,2205.0,2270.0,,,,,,,,,,,,
429.0,681.0,1209.0,1537.0,2461.0,2582.0,,,,,,,,,,
,,,,,,,,,,,,,,,
191.0,533.0,,,,,,,,,,,,,,
243.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
364.0,,,,,,,,,,,,,,,
757.0,1854.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1382.0,1736.0,1908.0,2692.0,2779.0,,,,,,,,,,,
370.0,407.0,740.0,1266.0,,,,,,,,,,,,
2497.0,,,,,,,,,,,,,,,
518.0,817.0,996.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1344.0,2554.0,,,,,,,,,,,,,,
77.0,576.0,,,,,,,,,,,,,,
225.0,1345.0,1478.0,2443.0,2791.0,2844.0,2934.0,,,,,,,,,
763.0,1247.0,1462.0,1504.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1010.0,1485.0,1606.0,1864.0,2344.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1567.0,,,,,,,,,,,,,,,
1120.0,,,,,,,,,,,,,,,
1989.0,,,,,,,,,,,,,,,
1140.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2705.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
18.0,,,,,,,,,,,,,,,
9.0,112.0,669.0,2234.0,2617.0,2720.0,,,,,,,,,,
1105.0,1147.0,1413.0,1539.0,,,,,,,,,,,,
697.0,910.0,922.0,966.0,1306.0,1422.0,1683.0,1930.0,2270.0,2539.0,2753.0,2817.0,2828.0,,,
1613.0,1915.0,1980.0,,,,,,,,,,,,,
2313.0,2967.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
53.0,1747.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1082.0,1864.0,,,,,,,,,,,,,,
1146.0,,,,,,,,,,,,,,,
221.0,356.0,1788.0,2716.0,2818.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
2263.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
271.0,278.0,347.0,1263.0,1616.0,1903.0,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
39.0,64.0,2069.0,2333.0,,,,,,,,,,,,
501.0,801.0,1647.0,,,,,,,,,,,,,
731.0,904.0,1520.0,1547.0,1881.0,2412.0,2764.0,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1191.0,,,,,,,,,,,,,,,
49.0,84.0,927.0,1039.0,1122.0,1394.0,1633.0,1817.0,2260.0,2400.0,2586.0,2735.0,2813.0,2824.0,,
1120.0,2315.0,,,,,,,,,,,,,,
115.0,171.0,545.0,944.0,1382.0,1526.0,1900.0,2562.0,,,,,,,,
955.0,2824.0,,,,,,,,,,,,,,
77.0,1348.0,1494.0,1773.0,2571.0,,,,,,,,,,,
958.0,2092.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
953.0,1332.0,1591.0,1599.0,,,,,,,,,,,,
465.0,,,,,,,,,,,,,,,
2076.0,,,,,,,,,,,,,,,
83.0,,,,,,,,,,,,,,,
1062.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1551.0,,,,,,,,,,,,,,,
84.0,269.0,518.0,765.0,1323.0,1442.0,2160.0,2263.0,2653.0,,,,,,,
1828.0,,,,,,,,,,,,,,,
854.0,1054.0,1729.0,2126.0,2148.0,2689.0,2936.0,2980.0,,,,,,,,
1370.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
219.0,2675.0,2991.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
278.0,2377.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2044.0,2358.0,,,,,,,,,,,,,,
1253.0,1362.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
359.0,1331.0,1424.0,1830.0,2701.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
1560.0,1561.0,1775.0,,,,,,,,,,,,,
357.0,931.0,1889.0,1919.0,2452.0,,,,,,,,,,,
55.0,2988.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
730.0,1140.0,1233.0,2049.0,2136.0,2581.0,2922.0,,,,,,,,,
719.0,1631.0,1881.0,,,,,,,,,,,,,
575.0,1753.0,,,,,,,,,,,,,,
719.0,1054.0,1128.0,1514.0,2610.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
404.0,1159.0,1484.0,1814.0,1827.0,1852.0,2679.0,2816.0,2881.0,2911.0,,,,,,
2045.0,,,,,,,,,,,,,,,
413.0,576.0,1534.0,2625.0,2686.0,2797.0,,,,,,,,,,
367.0,695.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
892.0,1354.0,2764.0,,,,,,,,,,,,,
186.0,396.0,868.0,1004.0,1047.0,1485.0,1577.0,2144.0,2828.0,2844.0,,,,,,
,,,,,,,,,,,,,,,
649.0,1779.0,,,,,,,,,,,,,,
2097.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1663.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
909.0,1520.0,1631.0,2931.0,,,,,,,,,,,,
417.0,2715.0,,,,,,,,,,,,,,
581.0,604.0,1836.0,1935.0,2431.0,2928.0,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
787.0,2180.0,2724.0,,,,,,,,,,,,,
736.0,1300.0,1401.0,2512.0,2519.0,2763.0,,,,,,,,,,
,,,,,,,,,,,,,,,
279.0,364.0,388.0,1255.0,1891.0,1941.0,1955.0,2864.0,,,,,,,,
364.0,521.0,641.0,795.0,860.0,1288.0,1525.0,1759.0,1920.0,1931.0,2010.0,2053.0,2132.0,2593.0,2679.0,2804.0
357.0,1286.0,1631.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
956.0,,,,,,,,,,,,,,,
817.0,1089.0,2004.0,,,,,,,,,,,,,
1304.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
585.0,1749.0,,,,,,,,,,,,,,
436.0,860.0,866.0,1146.0,1671.0,1956.0,2153.0,2419.0,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1331.0,1337.0,1437.0,2214.0,,,,,,,,,,,,
1599.0,1965.0,2126.0,2295.0,2988.0,,,,,,,,,,,
1359.0,2300.0,2434.0,,,,,,,,,,,,,
503.0,,,,,,,,,,,,,,,
227.0,1689.0,1888.0,,,,,,,,,,,,,
800.0,1428.0,1440.0,2595.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
83.0,481.0,849.0,1567.0,1926.0,2623.0,2878.0,,,,,,,,,
,,,,,,,,,,,,,,,
341.0,963.0,1381.0,2233.0,,,,,,,,,,,,
138.0,1520.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1907.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
325.0,339.0,438.0,479.0,604.0,614.0,2000.0,2059.0,2580.0,2995.0,,,,,,
,,,,,,,,,,,,,,,
533.0,,,,,,,,,,,,,,,
1141.0,1985.0,,,,,,,,,,,,,,
1322.0,,,,,,,,,,,,,,,
2263.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2980.0,,,,,,,,,,,,,,,
308.0,529.0,754.0,1284.0,1337.0,1746.0,2266.0,2453.0,2954.0,,,,,,,
1266.0,2216.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1926.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2456.0,2900.0,,,,,,,,,,,,,,
1689.0,,,,,,,,,,,,,,,
2300.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
161.0,217.0,413.0,1027.0,1062.0,1282.0,1662.0,2773.0,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
311.0,1580.0,2714.0,2893.0,,,,,,,,,,,,
112.0,423.0,593.0,747.0,1266.0,2154.0,2263.0,2618.0,2639.0,2864.0,,,,,,
96.0,331.0,647.0,924.0,1035.0,2957.0,,,,,,,,,,
2779.0,,,,,,,,,,,,,,,
801.0,1303.0,1749.0,2312.0,2497.0,2665.0,2828.0,,,,,,,,,
,,,,,,,,,,,,,,,
1989.0,,,,,,,,,,,,,,,
435.0,1273.0,2171.0,,,,,,,,,,,,,
1303.0,1891.0,2001.0,2056.0,2268.0,,,,,,,,,,,
1567.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
357.0,960.0,1066.0,2235.0,2864.0,,,,,,,,,,,
423.0,431.0,972.0,2443.0,2582.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2153.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1526.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
281.0,1284.0,1525.0,1749.0,,,,,,,,,,,,
1251.0,1965.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
184.0,429.0,1846.0,2762.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
17.0,262.0,2351.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
331.0,1288.0,1843.0,2213.0,2472.0,2692.0,,,,,,,,,,
,,,,,,,,,,,,,,,
1965.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
834.0,879.0,934.0,1999.0,2586.0,2706.0,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1351.0,2922.0,,,,,,,,,,,,,,
1416.0,,,,,,,,,,,,,,,
11.0,1023.0,1343.0,1583.0,2410.0,,,,,,,,,,,
831.0,1641.0,1796.0,1876.0,2465.0,2483.0,2683.0,,,,,,,,,
83.0,364.0,1284.0,1891.0,,,,,,,,,,,,
37.0,2412.0,2490.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
971.0,989.0,1580.0,2682.0,2774.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1105.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
533.0,750.0,964.0,1230.0,1926.0,2090.0,2844.0,2868.0,,,,,,,,
,,,,,,,,,,,,,,,
70.0,614.0,684.0,801.0,817.0,1739.0,2734.0,2764.0,,,,,,,,
,,,,,,,,,,,,,,,
18.0,459.0,657.0,1009.0,1455.0,1921.0,2232.0,2315.0,,,,,,,,
465.0,1749.0,2560.0,,,,,,,,,,,,,
2456.0,2490.0,2745.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
83.0,162.0,1278.0,,,,,,,,,,,,,
303.0,1487.0,1796.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
679.0,884.0,2347.0,2441.0,2947.0,,,,,,,,,,,
53.0,1286.0,2348.0,2405.0,2936.0,,,,,,,,,,,
269.0,2271.0,2773.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
644.0,1029.0,,,,,,,,,,,,,,
777.0,1366.0,,,,,,,,,,,,,,
2985.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1583.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
304.0,462.0,879.0,977.0,1784.0,1935.0,2262.0,2420.0,2726.0,,,,,,,
,,,,,,,,,,,,,,,
1889.0,2873.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
477.0,904.0,,,,,,,,,,,,,,
2030.0,2388.0,,,,,,,,,,,,,,
501.0,505.0,1010.0,1369.0,1921.0,1954.0,2360.0,,,,,,,,,
413.0,509.0,890.0,1610.0,1828.0,2392.0,,,,,,,,,,
610.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
656.0,1731.0,2789.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
470.0,2420.0,,,,,,,,,,,,,,
422.0,956.0,1324.0,,,,,,,,,,,,,
62.0,2263.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
413.0,1392.0,1852.0,1965.0,2333.0,2521.0,2718.0,,,,,,,,,
332.0,550.0,1172.0,1173.0,1752.0,2004.0,2427.0,2569.0,2700.0,2825.0,,,,,,
,,,,,,,,,,,,,,,
1554.0,,,,,,,,,,,,,,,
54.0,,,,,,,,,,,,,,,
2031.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
649.0,884.0,1088.0,,,,,,,,,,,,,
61.0,504.0,690.0,993.0,,,,,,,,,,,,
572.0,1191.0,1323.0,2425.0,,,,,,,,,,,,
550.0,1285.0,1468.0,2868.0,,,,,,,,,,,,
763.0,1805.0,2034.0,,,,,,,,,,,,,
426.0,,,,,,,,,,,,,,,
747.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
