0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1062.0,1286.0,1394.0,2919.0,3279.0,,,,,,,,,,,,
2168.0,2736.0,,,,,,,,,,,,,,,
22.0,119.0,204.0,332.0,1466.0,1581.0,2059.0,2836.0,3141.0,3603.0,3756.0,3932.0,,,,,
866.0,,,,,,,,,,,,,,,,
191.0,1082.0,1301.0,2694.0,3401.0,,,,,,,,,,,,
524.0,1240.0,1284.0,1464.0,1499.0,1561.0,1955.0,1958.0,2794.0,,,,,,,,
1591.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1383.0,,,,,,,,,,,,,,,,
1178.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2191.0,2764.0,2859.0,2864.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2490.0,,,,,,,,,,,,,,,,
297.0,390.0,890.0,1791.0,2389.0,3666.0,,,,,,,,,,,
1989.0,,,,,,,,,,,,,,,,
163.0,1694.0,2638.0,3127.0,3427.0,3748.0,,,,,,,,,,,
3691.0,3977.0,,,,,,,,,,,,,,,
603.0,1626.0,2465.0,3054.0,3730.0,,,,,,,,,,,,
503.0,1337.0,3913.0,,,,,,,,,,,,,,
331.0,3360.0,3411.0,,,,,,,,,,,,,,
763.0,,,,,,,,,,,,,,,,
1516.0,2045.0,2272.0,2857.0,3168.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1484.0,1856.0,2480.0,2601.0,3316.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
109.0,,,,,,,,,,,,,,,,
3320.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
155.0,658.0,1234.0,1842.0,2490.0,,,,,,,,,,,,
3033.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
777.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1617.0,1935.0,3074.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
688.0,1162.0,2779.0,3228.0,3536.0,,,,,,,,,,,,
290.0,,,,,,,,,,,,,,,,
331.0,370.0,1975.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1372.0,,,,,,,,,,,,,,,,
921.0,1452.0,2589.0,2993.0,3367.0,3445.0,3864.0,,,,,,,,,,
,,,,,,,,,,,,,,,,
772.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1689.0,2378.0,3258.0,3305.0,3794.0,,,,,,,,,,,,
714.0,927.0,1648.0,2142.0,3320.0,,,,,,,,,,,,
119.0,1270.0,1281.0,2508.0,3802.0,3822.0,,,,,,,,,,,
278.0,377.0,1418.0,,,,,,,,,,,,,,
440.0,3626.0,3894.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
760.0,,,,,,,,,,,,,,,,
1053.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
656.0,1245.0,1256.0,1797.0,1860.0,2420.0,2494.0,2592.0,2957.0,3085.0,3276.0,,,,,,
697.0,1191.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2448.0,,,,,,,,,,,,,,,,
813.0,1484.0,2240.0,,,,,,,,,,,,,,
968.0,,,,,,,,,,,,,,,,
119.0,440.0,1889.0,2272.0,2558.0,2816.0,,,,,,,,,,,
61.0,,,,,,,,,,,,,,,,
759.0,869.0,1856.0,2417.0,2750.0,2791.0,3880.0,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
167.0,726.0,1227.0,1520.0,1796.0,2117.0,2420.0,2820.0,3588.0,3825.0,,,,,,,
,,,,,,,,,,,,,,,,
1495.0,3223.0,,,,,,,,,,,,,,,
590.0,2079.0,,,,,,,,,,,,,,,
478.0,2501.0,,,,,,,,,,,,,,,
381.0,2735.0,3033.0,3174.0,3879.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
79.0,466.0,1004.0,2213.0,2285.0,3109.0,3954.0,,,,,,,,,,
390.0,747.0,3955.0,,,,,,,,,,,,,,
12.0,622.0,1460.0,1547.0,2901.0,2910.0,3268.0,3917.0,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
140.0,777.0,934.0,1424.0,1637.0,1875.0,2003.0,2258.0,2644.0,3007.0,,,,,,,
3017.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1067.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
319.0,2451.0,3090.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
249.0,720.0,740.0,1020.0,2499.0,3492.0,3605.0,3660.0,,,,,,,,,
319.0,772.0,3223.0,3929.0,,,,,,,,,,,,,
1827.0,,,,,,,,,,,,,,,,
2856.0,,,,,,,,,,,,,,,,
318.0,951.0,1234.0,1682.0,2240.0,2298.0,2445.0,3465.0,,,,,,,,,
2425.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
833.0,1726.0,,,,,,,,,,,,,,,
1127.0,1191.0,3625.0,3890.0,,,,,,,,,,,,,
1315.0,2296.0,2705.0,2801.0,3807.0,3995.0,,,,,,,,,,,
200.0,1209.0,1725.0,1852.0,1952.0,,,,,,,,,,,,
1178.0,2238.0,3273.0,3988.0,,,,,,,,,,,,,
673.0,1780.0,2586.0,,,,,,,,,,,,,,
368.0,2264.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
165.0,1809.0,2038.0,,,,,,,,,,,,,,
443.0,533.0,562.0,1303.0,2554.0,3482.0,3583.0,,,,,,,,,,
1554.0,1827.0,,,,,,,,,,,,,,,
3033.0,,,,,,,,,,,,,,,,
311.0,741.0,915.0,1139.0,1930.0,2581.0,3518.0,3958.0,,,,,,,,,
2270.0,,,,,,,,,,,,,,,,
1092.0,2985.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3252.0,,,,,,,,,,,,,,,,
1875.0,,,,,,,,,,,,,,,,
1887.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
99.0,,,,,,,,,,,,,,,,
91.0,755.0,1059.0,1105.0,1668.0,2003.0,2058.0,2142.0,2144.0,2653.0,3107.0,3231.0,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
740.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1735.0,2735.0,,,,,,,,,,,,,,,
3536.0,,,,,,,,,,,,,,,,
3170.0,,,,,,,,,,,,,,,,
918.0,1002.0,1148.0,1287.0,1989.0,1992.0,2574.0,2801.0,3314.0,3419.0,,,,,,,
,,,,,,,,,,,,,,,,
3411.0,,,,,,,,,,,,,,,,
670.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3712.0,,,,,,,,,,,,,,,,
290.0,668.0,1113.0,3304.0,,,,,,,,,,,,,
2816.0,3411.0,,,,,,,,,,,,,,,
988.0,1762.0,2736.0,3821.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
319.0,587.0,1195.0,3180.0,3915.0,,,,,,,,,,,,
2398.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3.0,328.0,447.0,533.0,1244.0,1568.0,1775.0,2489.0,2926.0,3484.0,,,,,,,
127.0,443.0,793.0,965.0,1676.0,2312.0,,,,,,,,,,,
23.0,407.0,2105.0,2991.0,3035.0,3559.0,,,,,,,,,,,
141.0,447.0,2265.0,,,,,,,,,,,,,,
2272.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3279.0,3312.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2507.0,2590.0,,,,,,,,,,,,,,,
3177.0,,,,,,,,,,,,,,,,
1967.0,2185.0,2289.0,2735.0,3986.0,,,,,,,,,,,,
1180.0,1277.0,1332.0,2728.0,3314.0,,,,,,,,,,,,
1775.0,3120.0,3353.0,3420.0,3606.0,,,,,,,,,,,,
1607.0,3904.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1442.0,3598.0,,,,,,,,,,,,,,,
2587.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
788.0,1247.0,1456.0,1689.0,1811.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
338.0,869.0,3202.0,,,,,,,,,,,,,,
423.0,3793.0,,,,,,,,,,,,,,,
494.0,779.0,1358.0,1731.0,1900.0,1939.0,2897.0,3312.0,3356.0,,,,,,,,
,,,,,,,,,,,,,,,,
2980.0,3411.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
461.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
478.0,2085.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
10.0,883.0,1552.0,1944.0,3105.0,3601.0,3719.0,,,,,,,,,,
242.0,415.0,1422.0,2451.0,3861.0,,,,,,,,,,,,
3700.0,,,,,,,,,,,,,,,,
67.0,925.0,1132.0,3058.0,3205.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1437.0,,,,,,,,,,,,,,,,
503.0,1510.0,2860.0,,,,,,,,,,,,,,
670.0,,,,,,,,,,,,,,,,
245.0,1288.0,1511.0,1663.0,3112.0,3163.0,3265.0,,,,,,,,,,
870.0,1404.0,1695.0,2537.0,2595.0,2935.0,,,,,,,,,,,
2949.0,,,,,,,,,,,,,,,,
15.0,2270.0,,,,,,,,,,,,,,,
863.0,1760.0,3275.0,3422.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
649.0,,,,,,,,,,,,,,,,
1146.0,3168.0,,,,,,,,,,,,,,,
63.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2033.0,2715.0,,,,,,,,,,,,,,,
2779.0,,,,,,,,,,,,,,,,
22.0,1396.0,2398.0,,,,,,,,,,,,,,
762.0,1916.0,2516.0,2935.0,,,,,,,,,,,,,
141.0,1252.0,,,,,,,,,,,,,,,
340.0,796.0,1053.0,1602.0,1887.0,2840.0,3073.0,3133.0,3144.0,,,,,,,,
3764.0,,,,,,,,,,,,,,,,
547.0,738.0,3988.0,,,,,,,,,,,,,,
1383.0,,,,,,,,,,,,,,,,
1120.0,3126.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2240.0,,,,,,,,,,,,,,,,
183.0,1418.0,,,,,,,,,,,,,,,
399.0,2002.0,3135.0,3431.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1366.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
297.0,1807.0,2362.0,2856.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1925.0,2568.0,3766.0,,,,,,,,,,,,,,
75.0,2355.0,2360.0,2836.0,3313.0,3401.0,3799.0,,,,,,,,,,
571.0,577.0,740.0,904.0,1496.0,1868.0,2263.0,3833.0,,,,,,,,,
1031.0,1739.0,2114.0,3557.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
54.0,97.0,318.0,1060.0,1267.0,2689.0,2903.0,3141.0,3647.0,,,,,,,,
1698.0,3801.0,,,,,,,,,,,,,,,
132.0,185.0,757.0,1182.0,1550.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
89.0,582.0,1266.0,2886.0,2969.0,3606.0,,,,,,,,,,,
550.0,1887.0,2134.0,2354.0,2610.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1780.0,2125.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3110.0,,,,,,,,,,,,,,,,
96.0,572.0,587.0,1774.0,,,,,,,,,,,,,
1663.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
141.0,1305.0,,,,,,,,,,,,,,,
624.0,1252.0,1560.0,1627.0,3514.0,3962.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1191.0,3003.0,3268.0,3270.0,,,,,,,,,,,,,
3551.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
643.0,697.0,2689.0,2988.0,3776.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
308.0,2394.0,3575.0,,,,,,,,,,,,,,
61.0,1145.0,3095.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3451.0,,,,,,,,,,,,,,,,
66.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1525.0,3132.0,,,,,,,,,,,,,,,
2579.0,2824.0,3853.0,,,,,,,,,,,,,,
2045.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
401.0,1599.0,2058.0,2312.0,2485.0,3583.0,3669.0,,,,,,,,,,
,,,,,,,,,,,,,,,,
121.0,1747.0,1821.0,2748.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1941.0,2097.0,,,,,,,,,,,,,,,
3730.0,,,,,,,,,,,,,,,,
833.0,1285.0,1889.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2677.0,3905.0,,,,,,,,,,,,,,,
1190.0,1269.0,1377.0,1777.0,1967.0,3706.0,,,,,,,,,,,
1626.0,2275.0,3304.0,3551.0,3965.0,,,,,,,,,,,,
2501.0,,,,,,,,,,,,,,,,
1303.0,1668.0,2084.0,2878.0,2991.0,3202.0,3244.0,3742.0,,,,,,,,,
190.0,2272.0,2425.0,3170.0,3311.0,,,,,,,,,,,,
163.0,521.0,669.0,1729.0,2941.0,,,,,,,,,,,,
1252.0,,,,,,,,,,,,,,,,
1827.0,,,,,,,,,,,,,,,,
312.0,906.0,1520.0,3764.0,3795.0,,,,,,,,,,,,
450.0,533.0,982.0,1073.0,1139.0,1183.0,1616.0,1765.0,2212.0,2412.0,2447.0,2533.0,3144.0,3774.0,,,
,,,,,,,,,,,,,,,,
706.0,985.0,2959.0,,,,,,,,,,,,,,
2967.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3010.0,,,,,,,,,,,,,,,,
1926.0,2413.0,,,,,,,,,,,,,,,
959.0,1710.0,2253.0,2590.0,3259.0,,,,,,,,,,,,
3622.0,,,,,,,,,,,,,,,,
1797.0,1926.0,2180.0,2722.0,3257.0,3828.0,3937.0,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
960.0,988.0,2454.0,2666.0,3349.0,3448.0,3707.0,,,,,,,,,,
840.0,2820.0,3236.0,3970.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
408.0,453.0,2187.0,2204.0,3081.0,3179.0,3502.0,,,,,,,,,,
192.0,1448.0,1717.0,1968.0,2401.0,2809.0,2901.0,3121.0,3845.0,3890.0,,,,,,,
792.0,1054.0,2779.0,3514.0,3693.0,3771.0,,,,,,,,,,,
2031.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
159.0,1180.0,2720.0,3136.0,,,,,,,,,,,,,
735.0,925.0,1781.0,2955.0,3551.0,,,,,,,,,,,,
1465.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
301.0,977.0,1290.0,1485.0,1871.0,2208.0,2422.0,2583.0,3273.0,3869.0,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1961.0,,,,,,,,,,,,,,,,
1993.0,3146.0,,,,,,,,,,,,,,,
569.0,1156.0,1528.0,1777.0,2588.0,2726.0,3234.0,3339.0,3904.0,,,,,,,,
792.0,3146.0,3869.0,,,,,,,,,,,,,,
248.0,1690.0,1911.0,,,,,,,,,,,,,,
464.0,737.0,1283.0,2908.0,3226.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1062.0,3336.0,,,,,,,,,,,,,,,
1752.0,2166.0,2405.0,2445.0,2939.0,3124.0,3317.0,3336.0,,,,,,,,,
,,,,,,,,,,,,,,,,
2514.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
357.0,375.0,556.0,2132.0,2253.0,3329.0,3372.0,3650.0,3980.0,,,,,,,,
,,,,,,,,,,,,,,,,
1994.0,3385.0,,,,,,,,,,,,,,,
1162.0,2389.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
389.0,,,,,,,,,,,,,,,,
342.0,1954.0,,,,,,,,,,,,,,,
1422.0,2497.0,3680.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1455.0,2166.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2755.0,3228.0,,,,,,,,,,,,,,,
341.0,1485.0,2358.0,3764.0,3861.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
91.0,175.0,518.0,1349.0,1909.0,2815.0,2955.0,3098.0,3212.0,3273.0,,,,,,,
,,,,,,,,,,,,,,,,
338.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2754.0,3329.0,,,,,,,,,,,,,,,
220.0,262.0,470.0,691.0,852.0,1698.0,1955.0,2069.0,2422.0,2679.0,2849.0,3178.0,3675.0,3901.0,,,
112.0,365.0,1056.0,1169.0,1720.0,3291.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1065.0,1650.0,1958.0,2412.0,2485.0,2735.0,2979.0,,,,,,,,,,
248.0,,,,,,,,,,,,,,,,
3076.0,3510.0,,,,,,,,,,,,,,,
306.0,504.0,2490.0,,,,,,,,,,,,,,
1599.0,1751.0,1879.0,2448.0,2836.0,3069.0,,,,,,,,,,,
1372.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
533.0,,,,,,,,,,,,,,,,
489.0,1024.0,1207.0,1349.0,1779.0,2520.0,3178.0,,,,,,,,,,
1874.0,3076.0,3977.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2047.0,2275.0,2433.0,,,,,,,,,,,,,,
2715.0,,,,,,,,,,,,,,,,
417.0,,,,,,,,,,,,,,,,
2498.0,3168.0,3712.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
312.0,3385.0,,,,,,,,,,,,,,,
1636.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
494.0,1086.0,1813.0,3685.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2200.0,3319.0,3387.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
364.0,714.0,1345.0,1449.0,2657.0,3007.0,3498.0,3524.0,,,,,,,,,
3961.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
41.0,2388.0,3168.0,,,,,,,,,,,,,,
1738.0,2021.0,2903.0,3020.0,3364.0,3963.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1191.0,3356.0,,,,,,,,,,,,,,,
849.0,1663.0,3252.0,3879.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1157.0,1290.0,2699.0,2959.0,3071.0,,,,,,,,,,,,
942.0,1835.0,1961.0,2015.0,2108.0,,,,,,,,,,,,
390.0,1626.0,,,,,,,,,,,,,,,
3040.0,3120.0,,,,,,,,,,,,,,,
2270.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1967.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3091.0,3252.0,,,,,,,,,,,,,,,
618.0,1101.0,2166.0,3162.0,3632.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
82.0,925.0,1484.0,2047.0,3002.0,3054.0,3088.0,3893.0,,,,,,,,,
,,,,,,,,,,,,,,,,
533.0,1109.0,1186.0,,,,,,,,,,,,,,
1125.0,2868.0,3712.0,,,,,,,,,,,,,,
2236.0,2350.0,3116.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
176.0,2040.0,3722.0,3748.0,3862.0,,,,,,,,,,,,
336.0,1676.0,2015.0,3497.0,3741.0,,,,,,,,,,,,
302.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1791.0,2735.0,3279.0,3404.0,3428.0,3433.0,3895.0,,,,,,,,,,
2692.0,3932.0,,,,,,,,,,,,,,,
2554.0,3157.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
