0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
98.0,917.0,1143.0,1354.0,1466.0,1999.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
968.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
133.0,1324.0,1821.0,,,,,,,,,,,,,,
290.0,920.0,1082.0,1276.0,1731.0,,,,,,,,,,,,
461.0,1053.0,1326.0,,,,,,,,,,,,,,
278.0,644.0,915.0,1246.0,,,,,,,,,,,,,
1362.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
319.0,1180.0,1396.0,,,,,,,,,,,,,,
736.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
650.0,,,,,,,,,,,,,,,,
158.0,329.0,448.0,527.0,602.0,1246.0,1796.0,,,,,,,,,,
126.0,964.0,1605.0,1638.0,1691.0,1720.0,1803.0,1985.0,,,,,,,,,
413.0,719.0,1689.0,1828.0,,,,,,,,,,,,,
440.0,1012.0,1059.0,1156.0,1259.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
96.0,884.0,,,,,,,,,,,,,,,
1697.0,,,,,,,,,,,,,,,,
304.0,1433.0,1979.0,,,,,,,,,,,,,,
1339.0,1383.0,,,,,,,,,,,,,,,
213.0,1009.0,1098.0,1381.0,1796.0,,,,,,,,,,,,
597.0,604.0,1854.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
457.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
439.0,1251.0,1828.0,,,,,,,,,,,,,,
1772.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1146.0,,,,,,,,,,,,,,,,
736.0,892.0,937.0,,,,,,,,,,,,,,
491.0,775.0,1366.0,1743.0,1750.0,1912.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,
205.0,613.0,1967.0,,,,,,,,,,,,,,
644.0,,,,,,,,,,,,,,,,
461.0,909.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
10.0,684.0,883.0,1672.0,1681.0,1954.0,,,,,,,,,,,
242.0,635.0,1012.0,1626.0,1891.0,,,,,,,,,,,,
41.0,1822.0,,,,,,,,,,,,,,,
423.0,555.0,1315.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
971.0,1830.0,,,,,,,,,,,,,,,
869.0,,,,,,,,,,,,,,,,
497.0,1524.0,1874.0,1886.0,,,,,,,,,,,,,
622.0,,,,,,,,,,,,,,,,
245.0,793.0,1402.0,1448.0,1525.0,1573.0,1678.0,,,,,,,,,,
444.0,853.0,866.0,1710.0,1747.0,,,,,,,,,,,,
41.0,819.0,1923.0,,,,,,,,,,,,,,
15.0,492.0,1915.0,,,,,,,,,,,,,,
235.0,1811.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
910.0,1776.0,1935.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1140.0,1801.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
697.0,1868.0,1915.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
22.0,,,,,,,,,,,,,,,,
375.0,621.0,756.0,823.0,842.0,1279.0,,,,,,,,,,,
243.0,249.0,823.0,1254.0,1750.0,1961.0,,,,,,,,,,,
595.0,793.0,1489.0,1734.0,1901.0,1962.0,,,,,,,,,,,
458.0,639.0,1926.0,,,,,,,,,,,,,,
1604.0,1755.0,1772.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
62.0,1514.0,,,,,,,,,,,,,,,
328.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
481.0,655.0,,,,,,,,,,,,,,,
1762.0,1779.0,,,,,,,,,,,,,,,
69.0,215.0,403.0,457.0,782.0,1246.0,1400.0,,,,,,,,,,
,,,,,,,,,,,,,,,,
160.0,248.0,955.0,1008.0,1246.0,1673.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1426.0,1954.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
870.0,,,,,,,,,,,,,,,,
704.0,964.0,1821.0,,,,,,,,,,,,,,
385.0,481.0,571.0,679.0,734.0,906.0,,,,,,,,,,,
502.0,741.0,842.0,1022.0,1255.0,,,,,,,,,,,,
465.0,1300.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
96.0,318.0,1053.0,1316.0,1752.0,1929.0,,,,,,,,,,,
756.0,883.0,1326.0,,,,,,,,,,,,,,
183.0,190.0,751.0,1182.0,,,,,,,,,,,,,
236.0,297.0,493.0,691.0,713.0,1558.0,1911.0,,,,,,,,,,
90.0,135.0,576.0,1193.0,1266.0,,,,,,,,,,,,
33.0,96.0,311.0,536.0,1253.0,1323.0,1370.0,,,,,,,,,,
,,,,,,,,,,,,,,,,
1071.0,1279.0,1713.0,1752.0,1801.0,1807.0,,,,,,,,,,,
1794.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
381.0,1558.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
819.0,1762.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
96.0,575.0,593.0,1253.0,1990.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
870.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
665.0,1163.0,1422.0,1448.0,1475.0,1610.0,1634.0,1909.0,,,,,,,,,
54.0,1514.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
308.0,992.0,1550.0,1755.0,1941.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
777.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
461.0,635.0,,,,,,,,,,,,,,,
828.0,909.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
329.0,614.0,643.0,785.0,1085.0,1193.0,1614.0,1617.0,1912.0,,,,,,,,
,,,,,,,,,,,,,,,,
248.0,527.0,1040.0,1220.0,,,,,,,,,,,,,
15.0,1324.0,1413.0,1975.0,,,,,,,,,,,,,
457.0,1359.0,1673.0,1784.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
590.0,1287.0,1589.0,1903.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8.0,89.0,1975.0,,,,,,,,,,,,,,
414.0,613.0,813.0,1270.0,1273.0,1389.0,1418.0,1765.0,1821.0,1979.0,,,,,,,
480.0,783.0,1455.0,1552.0,,,,,,,,,,,,,
1062.0,,,,,,,,,,,,,,,,
458.0,611.0,705.0,1147.0,1683.0,1937.0,,,,,,,,,,,
1273.0,,,,,,,,,,,,,,,,
162.0,535.0,1455.0,,,,,,,,,,,,,,
417.0,968.0,1254.0,1383.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
312.0,613.0,909.0,1011.0,1389.0,1808.0,,,,,,,,,,,
451.0,978.0,1066.0,1183.0,1384.0,1689.0,1731.0,1785.0,,,,,,,,,
,,,,,,,,,,,,,,,,
697.0,738.0,,,,,,,,,,,,,,,
706.0,1830.0,,,,,,,,,,,,,,,
122.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
282.0,958.0,1729.0,1853.0,,,,,,,,,,,,,
1039.0,,,,,,,,,,,,,,,,
174.0,332.0,694.0,773.0,932.0,1193.0,1695.0,1774.0,1814.0,1938.0,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
538.0,582.0,959.0,1739.0,,,,,,,,,,,,,
796.0,830.0,1192.0,1320.0,1468.0,1796.0,1958.0,,,,,,,,,,
,,,,,,,,,,,,,,,,
94.0,414.0,444.0,454.0,1422.0,,,,,,,,,,,,
190.0,263.0,1457.0,1737.0,1980.0,,,,,,,,,,,,
174.0,547.0,1954.0,,,,,,,,,,,,,,
869.0,,,,,,,,,,,,,,,,
103.0,,,,,,,,,,,,,,,,
1941.0,,,,,,,,,,,,,,,,
481.0,634.0,729.0,756.0,1433.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
304.0,478.0,,,,,,,,,,,,,,,
302.0,368.0,606.0,748.0,976.0,1175.0,1297.0,1485.0,1498.0,1888.0,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1516.0,,,,,,,,,,,,,,,,
604.0,1305.0,,,,,,,,,,,,,,,
17.0,1002.0,1153.0,1772.0,,,,,,,,,,,,,
349.0,1911.0,,,,,,,,,,,,,,,
248.0,1907.0,1923.0,,,,,,,,,,,,,,
464.0,731.0,904.0,1285.0,1613.0,1640.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1887.0,,,,,,,,,,,,,,,,
129.0,956.0,1370.0,1775.0,1854.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
842.0,988.0,1088.0,,,,,,,,,,,,,,
133.0,1729.0,1747.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
99.0,111.0,362.0,381.0,550.0,1009.0,1852.0,,,,,,,,,,
,,,,,,,,,,,,,,,,
919.0,,,,,,,,,,,,,,,,
165.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1251.0,,,,,,,,,,,,,,,,
346.0,778.0,1300.0,1516.0,1567.0,1905.0,1967.0,,,,,,,,,,
827.0,1430.0,1864.0,1930.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
869.0,1140.0,,,,,,,,,,,,,,,
624.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
171.0,797.0,1349.0,,,,,,,,,,,,,,
979.0,1537.0,1763.0,1907.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
146.0,235.0,450.0,890.0,1049.0,1157.0,1315.0,1921.0,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
492.0,937.0,,,,,,,,,,,,,,,
127.0,220.0,262.0,472.0,683.0,848.0,965.0,1430.0,1530.0,1968.0,,,,,,,
32.0,104.0,111.0,369.0,785.0,906.0,908.0,1011.0,1049.0,1616.0,1738.0,1906.0,,,,,
,,,,,,,,,,,,,,,,
1076.0,1895.0,1970.0,,,,,,,,,,,,,,
248.0,1140.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
133.0,306.0,498.0,1002.0,,,,,,,,,,,,,
575.0,1617.0,1784.0,1894.0,,,,,,,,,,,,,
1383.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
356.0,488.0,1086.0,1187.0,1283.0,1666.0,1854.0,,,,,,,,,,
8.0,60.0,493.0,734.0,1801.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
174.0,1059.0,1191.0,1426.0,,,,,,,,,,,,,
1397.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
164.0,356.0,422.0,1337.0,1747.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
312.0,648.0,1443.0,,,,,,,,,,,,,,
458.0,493.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
491.0,652.0,1830.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
691.0,840.0,,,,,,,,,,,,,,,
461.0,1755.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
99.0,264.0,368.0,707.0,1352.0,1809.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1331.0,1671.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
255.0,983.0,1053.0,1975.0,,,,,,,,,,,,,
962.0,,,,,,,,,,,,,,,,
993.0,,,,,,,,,,,,,,,,
842.0,923.0,1246.0,1531.0,1589.0,,,,,,,,,,,,
729.0,1926.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
172.0,284.0,791.0,860.0,941.0,1063.0,1397.0,1852.0,1861.0,,,,,,,,
1029.0,1993.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1437.0,,,,,,,,,,,,,,,,
1103.0,1115.0,1591.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
736.0,,,,,,,,,,,,,,,,
608.0,613.0,853.0,1090.0,1150.0,1180.0,1478.0,1557.0,,,,,,,,,
,,,,,,,,,,,,,,,,
84.0,624.0,927.0,1956.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
906.0,1175.0,1186.0,,,,,,,,,,,,,,
1118.0,,,,,,,,,,,,,,,,
968.0,1120.0,1852.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
162.0,175.0,1516.0,,,,,,,,,,,,,,
175.0,1047.0,1691.0,,,,,,,,,,,,,,
204.0,635.0,1253.0,,,,,,,,,,,,,,
906.0,,,,,,,,,,,,,,,,
192.0,290.0,909.0,1183.0,1810.0,,,,,,,,,,,,
63.0,461.0,489.0,1455.0,,,,,,,,,,,,,
309.0,621.0,1310.0,1485.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
690.0,772.0,1954.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
341.0,532.0,1103.0,1109.0,1156.0,1350.0,1410.0,1467.0,,,,,,,,,
37.0,798.0,,,,,,,,,,,,,,,
993.0,1039.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
66.0,1401.0,1583.0,,,,,,,,,,,,,,
83.0,741.0,1146.0,1377.0,1755.0,,,,,,,,,,,,
1138.0,1272.0,1276.0,1357.0,1556.0,1762.0,1931.0,,,,,,,,,,
395.0,883.0,944.0,1455.0,1644.0,1673.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
188.0,272.0,745.0,1875.0,1950.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7.0,,,,,,,,,,,,,,,,
