0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516.0,902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516.0,645.0,646.0,649.0,650.0,651.0,655.0,1054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,1795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435.0,659.0,661.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,626.0,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605.0,607.0,609.0,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,408.0,488.0,516.0,723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,77.0,1794.0,1795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,435.0,488.0,659.0,661.0,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432.0,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.0,442.0,448.0,455.0,458.0,459.0,475.0,476.0,477.0,479.0,480.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,488.0,516.0,560.0,712.0,720.0,753.0,763.0,764.0,800.0,1142.0,1143.0,1144.0,1145.0,1148.0,1154.0,1159.0,,,,,,,,,
114.0,1143.0,1145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,457.0,458.0,459.0,460.0,712.0,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,447.0,476.0,479.0,480.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680.0,681.0,684.0,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586.0,725.0,739.0,752.0,1581.0,1582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,115.0,177.0,440.0,451.0,475.0,476.0,477.0,479.0,480.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,490.0,494.0,800.0,1145.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,146.0,147.0,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,146.0,147.0,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625.0,639.0,684.0,728.0,729.0,730.0,735.0,736.0,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625.0,728.0,729.0,730.0,735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0,476.0,479.0,480.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,121.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0,475.0,476.0,477.0,479.0,480.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468.0,475.0,476.0,477.0,479.0,480.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,492.0,711.0,720.0,753.0,802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475.0,476.0,477.0,479.0,480.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,560.0,752.0,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,489.0,491.0,492.0,493.0,510.0,513.0,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,523.0,549.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,523.0,549.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.0,554.0,680.0,684.0,724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.0,549.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.0,549.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475.0,476.0,479.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,590.0,592.0,593.0,596.0,625.0,709.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,233.0,234.0,235.0,236.0,238.0,239.0,242.0,243.0,244.0,248.0,249.0,251.0,253.0,254.0,255.0,256.0,257.0,258.0,259.0,625.0,632.0,855.0,,,,,,,,,,,,,,
248.0,249.0,251.0,253.0,254.0,255.0,256.0,257.0,259.0,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,475.0,476.0,479.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,590.0,592.0,593.0,596.0,858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,475.0,476.0,479.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,590.0,592.0,593.0,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,475.0,476.0,479.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,590.0,592.0,593.0,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,571.0,592.0,597.0,625.0,855.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.0,229.0,571.0,855.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,570.0,614.0,632.0,642.0,684.0,849.0,851.0,855.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,475.0,476.0,477.0,479.0,480.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,586.0,590.0,592.0,593.0,596.0,625.0,752.0,855.0,887.0,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,233.0,586.0,589.0,590.0,592.0,596.0,625.0,632.0,684.0,752.0,846.0,855.0,887.0,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,233.0,234.0,592.0,625.0,632.0,796.0,855.0,877.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,233.0,234.0,235.0,429.0,569.0,625.0,632.0,855.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,248.0,475.0,476.0,479.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,590.0,592.0,593.0,596.0,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,238.0,248.0,475.0,476.0,477.0,479.0,480.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,592.0,593.0,596.0,,,,,,,,,,,,,,,,,,,,,,
560.0,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,238.0,239.0,248.0,475.0,476.0,479.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,590.0,592.0,593.0,596.0,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,238.0,239.0,242.0,248.0,475.0,476.0,479.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,590.0,592.0,593.0,596.0,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,238.0,239.0,242.0,243.0,248.0,475.0,476.0,479.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,590.0,592.0,593.0,596.0,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,238.0,239.0,242.0,243.0,244.0,248.0,249.0,251.0,253.0,254.0,255.0,256.0,257.0,258.0,259.0,592.0,596.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,233.0,234.0,235.0,236.0,238.0,239.0,242.0,243.0,244.0,248.0,249.0,251.0,253.0,254.0,255.0,256.0,257.0,258.0,259.0,625.0,632.0,855.0,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,233.0,234.0,235.0,236.0,476.0,479.0,481.0,482.0,484.0,485.0,486.0,487.0,592.0,593.0,596.0,625.0,632.0,855.0,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,233.0,234.0,235.0,236.0,238.0,239.0,242.0,243.0,244.0,248.0,475.0,476.0,477.0,479.0,480.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,592.0,593.0,596.0,625.0,632.0,855.0,,,,,,,,
218.0,226.0,227.0,238.0,242.0,243.0,244.0,248.0,251.0,253.0,254.0,255.0,256.0,257.0,258.0,625.0,632.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,233.0,234.0,235.0,236.0,238.0,239.0,242.0,243.0,244.0,248.0,249.0,479.0,481.0,482.0,484.0,485.0,486.0,487.0,592.0,593.0,596.0,625.0,632.0,855.0,,,,,,,,,,,,
218.0,226.0,227.0,238.0,242.0,243.0,244.0,248.0,251.0,253.0,254.0,255.0,256.0,257.0,258.0,625.0,632.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,233.0,234.0,235.0,236.0,238.0,239.0,242.0,243.0,244.0,248.0,249.0,251.0,476.0,481.0,485.0,486.0,592.0,593.0,596.0,625.0,632.0,855.0,,,,,,,,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,233.0,234.0,235.0,236.0,238.0,239.0,242.0,243.0,244.0,248.0,249.0,251.0,253.0,476.0,479.0,480.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,592.0,593.0,596.0,625.0,632.0,855.0,,,,,,,
218.0,223.0,226.0,227.0,229.0,230.0,232.0,233.0,234.0,235.0,236.0,238.0,239.0,242.0,243.0,244.0,248.0,249.0,251.0,253.0,254.0,475.0,476.0,479.0,481.0,482.0,483.0,484.0,485.0,486.0,487.0,590.0,592.0,593.0,596.0,625.0,632.0,855.0,,,,,
